underlying,expiry,option_type,direction,spot_vs_ema,target,entry_time,entry_price,return_pct,exit_reason,max_possible_return_pct
ABCAPITAL,2025-04-24,CE,bullish,below,30,2025-04-08 03:45:00+00:00,6.5,30,target_30pct,226.9231
ABCAPITAL,2025-04-24,CE,bullish,below,50,2025-04-08 03:45:00+00:00,6.5,50,target_50pct,226.9231
ABCAPITAL,2025-04-24,CE,bullish,below,75,2025-04-08 03:45:00+00:00,6.5,75,target_75pct,226.9231
ABCAPITAL,2025-04-24,CE,bullish,below,20,2025-04-11 05:15:00+00:00,6.4,20,target_20pct,232.0312
ABCAPITAL,2025-04-24,CE,bullish,below,30,2025-04-11 05:15:00+00:00,6.4,30,target_30pct,232.0312
ABCAPITAL,2025-04-24,CE,bullish,below,50,2025-04-11 05:15:00+00:00,6.4,50,target_50pct,232.0312
ABCAPITAL,2025-04-24,CE,bullish,below,75,2025-04-11 05:15:00+00:00,6.4,75,target_75pct,232.0312
ABCAPITAL,2025-04-24,CE,bullish,below,20,2025-04-23 07:27:00+00:00,20.95,-12.6492,hold_to_end,1.432
ABCAPITAL,2025-04-24,CE,bullish,below,30,2025-04-23 07:27:00+00:00,20.95,-12.6492,hold_to_end,1.432
ABCAPITAL,2025-04-24,CE,bullish,below,50,2025-04-23 07:27:00+00:00,20.95,-12.6492,hold_to_end,1.432
ABCAPITAL,2025-04-24,CE,bullish,below,75,2025-04-23 07:27:00+00:00,20.95,-12.6492,hold_to_end,1.432
ABCAPITAL,2025-05-29,CE,bullish,above,20,2025-04-11 07:15:00+00:00,5.4,20,target_20pct,350.9259
ABCAPITAL,2025-05-29,CE,bullish,above,30,2025-04-11 07:15:00+00:00,5.4,30,target_30pct,350.9259
ABCAPITAL,2025-05-29,CE,bullish,above,50,2025-04-11 07:15:00+00:00,5.4,50,target_50pct,350.9259
ABCAPITAL,2025-05-29,CE,bullish,above,75,2025-04-11 07:15:00+00:00,5.4,75,target_75pct,350.9259
ABCAPITAL,2025-05-29,CE,bullish,above,20,2025-04-29 04:15:00+00:00,10.15,-51.7241,stop_loss,139.9015
ABCAPITAL,2025-05-29,CE,bullish,above,30,2025-04-29 04:15:00+00:00,10.15,-51.7241,stop_loss,139.9015
ABCAPITAL,2025-05-29,CE,bullish,above,50,2025-04-29 04:15:00+00:00,10.15,-51.7241,stop_loss,139.9015
ABCAPITAL,2025-05-29,CE,bullish,above,75,2025-04-29 04:15:00+00:00,10.15,-51.7241,stop_loss,139.9015
ABCAPITAL,2025-05-29,CE,bullish,above,20,2025-05-07 07:45:00+00:00,8.4,20,target_20pct,189.881
ABCAPITAL,2025-05-29,CE,bullish,above,30,2025-05-07 07:45:00+00:00,8.4,30,target_30pct,189.881
ABCAPITAL,2025-05-29,CE,bullish,above,50,2025-05-07 07:45:00+00:00,8.4,50,target_50pct,189.881
ABCAPITAL,2025-05-29,CE,bullish,above,75,2025-05-07 07:45:00+00:00,8.4,75,target_75pct,189.881
ABCAPITAL,2025-05-29,CE,bullish,above,20,2025-05-12 04:15:00+00:00,10.1,20,target_20pct,141.0891
ABCAPITAL,2025-05-29,CE,bullish,above,30,2025-05-12 04:15:00+00:00,10.1,30,target_30pct,141.0891
ABCAPITAL,2025-05-29,CE,bullish,above,50,2025-05-12 04:15:00+00:00,10.1,50,target_50pct,141.0891
ABCAPITAL,2025-05-29,CE,bullish,above,75,2025-05-12 04:15:00+00:00,10.1,75,target_75pct,141.0891
ABCAPITAL,2025-05-29,CE,bullish,above,20,2025-05-21 04:45:00+00:00,19.85,20,target_20pct,22.67
ABCAPITAL,2025-05-29,CE,bullish,above,30,2025-05-21 04:45:00+00:00,19.85,7.8086,hold_to_end,22.67
ABCAPITAL,2025-05-29,CE,bullish,above,50,2025-05-21 04:45:00+00:00,19.85,7.8086,hold_to_end,22.67
ABCAPITAL,2025-05-29,CE,bullish,above,75,2025-05-21 04:45:00+00:00,19.85,7.8086,hold_to_end,22.67
ABCAPITAL,2025-05-29,CE,bullish,above,20,2025-05-28 04:15:00+00:00,22.0,-2.7273,hold_to_end,2.2727
ABCAPITAL,2025-05-29,CE,bullish,above,30,2025-05-28 04:15:00+00:00,22.0,-2.7273,hold_to_end,2.2727
ABCAPITAL,2025-05-29,CE,bullish,above,50,2025-05-28 04:15:00+00:00,22.0,-2.7273,hold_to_end,2.2727
ABCAPITAL,2025-05-29,CE,bullish,above,75,2025-05-28 04:15:00+00:00,22.0,-2.7273,hold_to_end,2.2727
ABCAPITAL,2025-06-26,CE,bullish,above,20,2025-05-16 09:45:00+00:00,9.25,20,target_20pct,494.5946
ABCAPITAL,2025-06-26,CE,bullish,above,30,2025-05-16 09:45:00+00:00,9.25,30,target_30pct,494.5946
ABCAPITAL,2025-06-26,CE,bullish,above,50,2025-05-16 09:45:00+00:00,9.25,50,target_50pct,494.5946
ABCAPITAL,2025-06-26,CE,bullish,above,75,2025-05-16 09:45:00+00:00,9.25,75,target_75pct,494.5946
ABCAPITAL,2025-06-26,CE,bullish,above,20,2025-05-30 07:45:00+00:00,10.8,20,target_20pct,409.2593
ABCAPITAL,2025-06-26,CE,bullish,above,30,2025-05-30 07:45:00+00:00,10.8,30,target_30pct,409.2593
ABCAPITAL,2025-06-26,CE,bullish,above,50,2025-05-30 07:45:00+00:00,10.8,50,target_50pct,409.2593
ABCAPITAL,2025-06-26,CE,bullish,above,75,2025-05-30 07:45:00+00:00,10.8,75,target_75pct,409.2593
ABCAPITAL,2025-06-26,CE,bullish,above,20,2025-06-16 07:15:00+00:00,26.75,20,target_20pct,105.6075
ABCAPITAL,2025-06-26,CE,bullish,above,30,2025-06-16 07:15:00+00:00,26.75,30,target_30pct,105.6075
ABCAPITAL,2025-06-26,CE,bullish,above,50,2025-06-16 07:15:00+00:00,26.75,50,target_50pct,105.6075
ABCAPITAL,2025-06-26,CE,bullish,above,75,2025-06-16 07:15:00+00:00,26.75,75,target_75pct,105.6075
ABCAPITAL,2025-07-31,CE,bullish,above,20,2025-06-30 06:15:00+00:00,14.1,20,target_20pct,26.9504
ABCAPITAL,2025-07-31,CE,bullish,above,30,2025-06-30 06:15:00+00:00,14.1,-50.0,stop_loss,26.9504
ABCAPITAL,2025-07-31,CE,bullish,above,50,2025-06-30 06:15:00+00:00,14.1,-50.0,stop_loss,26.9504
ABCAPITAL,2025-07-31,CE,bullish,above,75,2025-06-30 06:15:00+00:00,14.1,-50.0,stop_loss,26.9504
ABCAPITAL,2025-07-31,CE,bullish,above,20,2025-07-07 04:45:00+00:00,12.7,-50.3937,stop_loss,10.2362
ABCAPITAL,2025-07-31,CE,bullish,above,30,2025-07-07 04:45:00+00:00,12.7,-50.3937,stop_loss,10.2362
ABCAPITAL,2025-07-31,CE,bullish,above,50,2025-07-07 04:45:00+00:00,12.7,-50.3937,stop_loss,10.2362
ABCAPITAL,2025-07-31,CE,bullish,above,75,2025-07-07 04:45:00+00:00,12.7,-50.3937,stop_loss,10.2362
ABCAPITAL,2025-07-31,CE,bullish,above,20,2025-07-21 07:45:00+00:00,6.25,-51.2,stop_loss,16.0
ABCAPITAL,2025-07-31,CE,bullish,above,30,2025-07-21 07:45:00+00:00,6.25,-51.2,stop_loss,16.0
ABCAPITAL,2025-07-31,CE,bullish,above,50,2025-07-21 07:45:00+00:00,6.25,-51.2,stop_loss,16.0
ABCAPITAL,2025-07-31,CE,bullish,above,75,2025-07-21 07:45:00+00:00,6.25,-51.2,stop_loss,16.0
ABCAPITAL,2025-07-31,CE,bullish,above,20,2025-07-24 09:15:00+00:00,5.15,-72.8155,stop_loss,1.9417
ABCAPITAL,2025-07-31,CE,bullish,above,30,2025-07-24 09:15:00+00:00,5.15,-72.8155,stop_loss,1.9417
ABCAPITAL,2025-07-31,CE,bullish,above,50,2025-07-24 09:15:00+00:00,5.15,-72.8155,stop_loss,1.9417
ABCAPITAL,2025-07-31,CE,bullish,above,75,2025-07-24 09:15:00+00:00,5.15,-72.8155,stop_loss,1.9417
ABCAPITAL,2025-08-28,CE,bullish,above,20,2025-07-23 07:45:00+00:00,15.6,-52.8846,stop_loss,100.641
ABCAPITAL,2025-08-28,CE,bullish,above,30,2025-07-23 07:45:00+00:00,15.6,-52.8846,stop_loss,100.641
ABCAPITAL,2025-08-28,CE,bullish,above,50,2025-07-23 07:45:00+00:00,15.6,-52.8846,stop_loss,100.641
ABCAPITAL,2025-08-28,CE,bullish,above,75,2025-07-23 07:45:00+00:00,15.6,-52.8846,stop_loss,100.641
ABCAPITAL,2025-08-28,CE,bullish,above,20,2025-07-31 06:45:00+00:00,7.3,20,target_20pct,328.7671
ABCAPITAL,2025-08-28,CE,bullish,above,30,2025-07-31 06:45:00+00:00,7.3,30,target_30pct,328.7671
ABCAPITAL,2025-08-28,CE,bullish,above,50,2025-07-31 06:45:00+00:00,7.3,50,target_50pct,328.7671
ABCAPITAL,2025-08-28,CE,bullish,above,75,2025-07-31 06:45:00+00:00,7.3,75,target_75pct,328.7671
ABCAPITAL,2025-08-28,CE,bullish,above,20,2025-08-04 04:15:00+00:00,7.45,20,target_20pct,320.1342
ABCAPITAL,2025-08-28,CE,bullish,above,30,2025-08-04 04:15:00+00:00,7.45,30,target_30pct,320.1342
ABCAPITAL,2025-08-28,CE,bullish,above,50,2025-08-04 04:15:00+00:00,7.45,50,target_50pct,320.1342
ABCAPITAL,2025-08-28,CE,bullish,above,75,2025-08-04 04:15:00+00:00,7.45,75,target_75pct,320.1342
ABCAPITAL,2025-08-28,CE,bullish,above,20,2025-08-07 09:45:00+00:00,21.6,20,target_20pct,44.9074
ABCAPITAL,2025-08-28,CE,bullish,above,30,2025-08-07 09:45:00+00:00,21.6,30,target_30pct,44.9074
ABCAPITAL,2025-08-28,CE,bullish,above,50,2025-08-07 09:45:00+00:00,21.6,-15.7407,hold_to_end,44.9074
ABCAPITAL,2025-08-28,CE,bullish,above,75,2025-08-07 09:45:00+00:00,21.6,-15.7407,hold_to_end,44.9074
ABCAPITAL,2025-09-30,CE,bullish,above,20,2025-08-18 03:45:00+00:00,14.55,20,target_20pct,71.4777
ABCAPITAL,2025-09-30,CE,bullish,above,30,2025-08-18 03:45:00+00:00,14.55,30,target_30pct,71.4777
ABCAPITAL,2025-09-30,CE,bullish,above,50,2025-08-18 03:45:00+00:00,14.55,50,target_50pct,71.4777
ABCAPITAL,2025-09-30,CE,bullish,above,75,2025-08-18 03:45:00+00:00,14.55,-50.5155,stop_loss,71.4777
ABCAPITAL,2025-09-30,CE,bullish,above,20,2025-09-03 09:45:00+00:00,12.0,20,target_20pct,107.9167
ABCAPITAL,2025-09-30,CE,bullish,above,30,2025-09-03 09:45:00+00:00,12.0,30,target_30pct,107.9167
ABCAPITAL,2025-09-30,CE,bullish,above,50,2025-09-03 09:45:00+00:00,12.0,50,target_50pct,107.9167
ABCAPITAL,2025-09-30,CE,bullish,above,75,2025-09-03 09:45:00+00:00,12.0,75,target_75pct,107.9167
ABCAPITAL,2025-09-30,CE,bullish,above,20,2025-09-11 04:15:00+00:00,19.4,20,target_20pct,28.6082
ABCAPITAL,2025-09-30,CE,bullish,above,30,2025-09-11 04:15:00+00:00,19.4,-51.0309,stop_loss,28.6082
ABCAPITAL,2025-09-30,CE,bullish,above,50,2025-09-11 04:15:00+00:00,19.4,-51.0309,stop_loss,28.6082
ABCAPITAL,2025-09-30,CE,bullish,above,75,2025-09-11 04:15:00+00:00,19.4,-51.0309,stop_loss,28.6082
ABCAPITAL,2025-09-30,CE,bullish,above,20,2025-09-29 09:45:00+00:00,14.1,6.7376,hold_to_end,13.8298
ABCAPITAL,2025-09-30,CE,bullish,above,30,2025-09-29 09:45:00+00:00,14.1,6.7376,hold_to_end,13.8298
ABCAPITAL,2025-09-30,CE,bullish,above,50,2025-09-29 09:45:00+00:00,14.1,6.7376,hold_to_end,13.8298
ABCAPITAL,2025-09-30,CE,bullish,above,75,2025-09-29 09:45:00+00:00,14.1,6.7376,hold_to_end,13.8298
ABCAPITAL,2025-10-28,PE,bearish,below,20,2025-09-22 08:45:00+00:00,8.0,20,target_20pct,61.25
ABCAPITAL,2025-10-28,PE,bearish,below,30,2025-09-22 08:45:00+00:00,8.0,30,target_30pct,61.25
ABCAPITAL,2025-10-28,PE,bearish,below,50,2025-09-22 08:45:00+00:00,8.0,50,target_50pct,61.25
ABCAPITAL,2025-10-28,PE,bearish,below,75,2025-09-22 08:45:00+00:00,8.0,-53.125,stop_loss,61.25
ABCAPITAL,2025-10-28,PE,bearish,below,20,2025-10-08 05:15:00+00:00,3.75,20,target_20pct,24.0
ABCAPITAL,2025-10-28,PE,bearish,below,30,2025-10-08 05:15:00+00:00,3.75,-54.6667,stop_loss,24.0
ABCAPITAL,2025-10-28,PE,bearish,below,50,2025-10-08 05:15:00+00:00,3.75,-54.6667,stop_loss,24.0
ABCAPITAL,2025-10-28,PE,bearish,below,75,2025-10-08 05:15:00+00:00,3.75,-54.6667,stop_loss,24.0
ABCAPITAL,2025-11-25,CE,bullish,above,20,2025-10-27 04:45:00+00:00,12.5,20,target_20pct,187.2
ABCAPITAL,2025-11-25,CE,bullish,above,30,2025-10-27 04:45:00+00:00,12.5,30,target_30pct,187.2
ABCAPITAL,2025-11-25,CE,bullish,above,50,2025-10-27 04:45:00+00:00,12.5,50,target_50pct,187.2
ABCAPITAL,2025-11-25,CE,bullish,above,75,2025-10-27 04:45:00+00:00,12.5,75,target_75pct,187.2
ABCAPITAL,2025-11-25,CE,bullish,above,20,2025-10-30 06:15:00+00:00,13.1,20,target_20pct,174.0458
ABCAPITAL,2025-11-25,CE,bullish,above,30,2025-10-30 06:15:00+00:00,13.1,30,target_30pct,174.0458
ABCAPITAL,2025-11-25,CE,bullish,above,50,2025-10-30 06:15:00+00:00,13.1,50,target_50pct,174.0458
ABCAPITAL,2025-11-25,CE,bullish,above,75,2025-10-30 06:15:00+00:00,13.1,75,target_75pct,174.0458
ABCAPITAL,2025-11-25,CE,bullish,above,20,2025-11-07 05:45:00+00:00,25.45,20,target_20pct,41.0609
ABCAPITAL,2025-11-25,CE,bullish,above,30,2025-11-07 05:45:00+00:00,25.45,30,target_30pct,41.0609
ABCAPITAL,2025-11-25,CE,bullish,above,50,2025-11-07 05:45:00+00:00,25.45,35.5599,hold_to_end,41.0609
ABCAPITAL,2025-11-25,CE,bullish,above,75,2025-11-07 05:45:00+00:00,25.45,35.5599,hold_to_end,41.0609
ABCAPITAL,2025-11-25,CE,bullish,above,20,2025-11-13 06:15:00+00:00,26.55,20,target_20pct,32.7684
ABCAPITAL,2025-11-25,CE,bullish,above,30,2025-11-13 06:15:00+00:00,26.55,30,target_30pct,32.7684
ABCAPITAL,2025-11-25,CE,bullish,above,50,2025-11-13 06:15:00+00:00,26.55,29.9435,hold_to_end,32.7684
ABCAPITAL,2025-11-25,CE,bullish,above,75,2025-11-13 06:15:00+00:00,26.55,29.9435,hold_to_end,32.7684
ABCAPITAL,2025-12-30,CE,bullish,above,20,2025-12-05 05:15:00+00:00,17.1,20,target_20pct,49.1228
ABCAPITAL,2025-12-30,CE,bullish,above,30,2025-12-05 05:15:00+00:00,17.1,30,target_30pct,49.1228
ABCAPITAL,2025-12-30,CE,bullish,above,50,2025-12-05 05:15:00+00:00,17.1,-50.0,stop_loss,49.1228
ABCAPITAL,2025-12-30,CE,bullish,above,75,2025-12-05 05:15:00+00:00,17.1,-50.0,stop_loss,49.1228
ABCAPITAL,2025-12-30,CE,bullish,above,20,2025-12-12 07:45:00+00:00,21.0,-52.8571,stop_loss,2.381
ABCAPITAL,2025-12-30,CE,bullish,above,30,2025-12-12 07:45:00+00:00,21.0,-52.8571,stop_loss,2.381
ABCAPITAL,2025-12-30,CE,bullish,above,50,2025-12-12 07:45:00+00:00,21.0,-52.8571,stop_loss,2.381
ABCAPITAL,2025-12-30,CE,bullish,above,75,2025-12-12 07:45:00+00:00,21.0,-52.8571,stop_loss,2.381
ABCAPITAL,2025-12-30,CE,bullish,above,20,2025-12-24 04:15:00+00:00,10.5,-52.381,stop_loss,15.2381
ABCAPITAL,2025-12-30,CE,bullish,above,30,2025-12-24 04:15:00+00:00,10.5,-52.381,stop_loss,15.2381
ABCAPITAL,2025-12-30,CE,bullish,above,50,2025-12-24 04:15:00+00:00,10.5,-52.381,stop_loss,15.2381
ABCAPITAL,2025-12-30,CE,bullish,above,75,2025-12-24 04:15:00+00:00,10.5,-52.381,stop_loss,15.2381
ABCAPITAL,2025-12-30,CE,bullish,above,20,2025-12-30 09:15:00+00:00,4.75,-24.2105,hold_to_end,26.3158
ABCAPITAL,2025-12-30,CE,bullish,above,30,2025-12-30 09:15:00+00:00,4.75,-24.2105,hold_to_end,26.3158
ABCAPITAL,2025-12-30,CE,bullish,above,50,2025-12-30 09:15:00+00:00,4.75,-24.2105,hold_to_end,26.3158
ABCAPITAL,2025-12-30,CE,bullish,above,75,2025-12-30 09:15:00+00:00,4.75,-24.2105,hold_to_end,26.3158
ABCAPITAL,2026-01-27,CE,bullish,above,20,2025-12-09 06:45:00+00:00,24.0,-50.0,stop_loss,0.0
ABCAPITAL,2026-01-27,CE,bullish,above,30,2025-12-09 06:45:00+00:00,24.0,-50.0,stop_loss,0.0
ABCAPITAL,2026-01-27,CE,bullish,above,50,2025-12-09 06:45:00+00:00,24.0,-50.0,stop_loss,0.0
ABCAPITAL,2026-01-27,CE,bullish,above,75,2025-12-09 06:45:00+00:00,24.0,-50.0,stop_loss,0.0
ABCAPITAL,2026-01-27,CE,bullish,above,20,2025-12-24 04:15:00+00:00,14.4,20,target_20pct,58.3333
ABCAPITAL,2026-01-27,CE,bullish,above,30,2025-12-24 04:15:00+00:00,14.4,30,target_30pct,58.3333
ABCAPITAL,2026-01-27,CE,bullish,above,50,2025-12-24 04:15:00+00:00,14.4,50,target_50pct,58.3333
ABCAPITAL,2026-01-27,CE,bullish,above,75,2025-12-24 04:15:00+00:00,14.4,-51.0417,stop_loss,58.3333
ABCAPITAL,2026-01-27,CE,bullish,above,20,2026-01-14 07:45:00+00:00,11.6,20,target_20pct,48.7069
ABCAPITAL,2026-01-27,CE,bullish,above,30,2026-01-14 07:45:00+00:00,11.6,30,target_30pct,48.7069
ABCAPITAL,2026-01-27,CE,bullish,above,50,2026-01-14 07:45:00+00:00,11.6,-63.3621,stop_loss,48.7069
ABCAPITAL,2026-01-27,CE,bullish,above,75,2026-01-14 07:45:00+00:00,11.6,-63.3621,stop_loss,48.7069
ABCAPITAL,2026-01-27,CE,bullish,above,20,2026-01-23 04:45:00+00:00,7.75,-61.2903,stop_loss,13.5484
ABCAPITAL,2026-01-27,CE,bullish,above,30,2026-01-23 04:45:00+00:00,7.75,-61.2903,stop_loss,13.5484
ABCAPITAL,2026-01-27,CE,bullish,above,50,2026-01-23 04:45:00+00:00,7.75,-61.2903,stop_loss,13.5484
ABCAPITAL,2026-01-27,CE,bullish,above,75,2026-01-23 04:45:00+00:00,7.75,-61.2903,stop_loss,13.5484
ABCAPITAL,2026-02-24,CE,bullish,above,20,2025-12-24 06:15:00+00:00,18.4,20,target_20pct,56.7935
ABCAPITAL,2026-02-24,CE,bullish,above,30,2025-12-24 06:15:00+00:00,18.4,30,target_30pct,56.7935
ABCAPITAL,2026-02-24,CE,bullish,above,50,2025-12-24 06:15:00+00:00,18.4,50,target_50pct,56.7935
ABCAPITAL,2026-02-24,CE,bullish,above,75,2025-12-24 06:15:00+00:00,18.4,-50.0,stop_loss,56.7935
ABCAPITAL,2026-02-24,CE,bullish,above,20,2026-01-14 09:15:00+00:00,20.4,-50.7353,stop_loss,13.2353
ABCAPITAL,2026-02-24,CE,bullish,above,30,2026-01-14 09:15:00+00:00,20.4,-50.7353,stop_loss,13.2353
ABCAPITAL,2026-02-24,CE,bullish,above,50,2026-01-14 09:15:00+00:00,20.4,-50.7353,stop_loss,13.2353
ABCAPITAL,2026-02-24,CE,bullish,above,75,2026-01-14 09:15:00+00:00,20.4,-50.7353,stop_loss,13.2353
ABCAPITAL,2026-02-24,CE,bullish,above,20,2026-02-03 03:45:00+00:00,13.9,-52.518,stop_loss,35.6115
ABCAPITAL,2026-02-24,CE,bullish,above,30,2026-02-03 03:45:00+00:00,13.9,-52.518,stop_loss,35.6115
ABCAPITAL,2026-02-24,CE,bullish,above,50,2026-02-03 03:45:00+00:00,13.9,-52.518,stop_loss,35.6115
ABCAPITAL,2026-02-24,CE,bullish,above,75,2026-02-03 03:45:00+00:00,13.9,-52.518,stop_loss,35.6115
ABCAPITAL,2026-02-24,CE,bullish,above,20,2026-02-09 03:45:00+00:00,10.75,20,target_20pct,22.3256
ABCAPITAL,2026-02-24,CE,bullish,above,30,2026-02-09 03:45:00+00:00,10.75,-60.0,stop_loss,22.3256
ABCAPITAL,2026-02-24,CE,bullish,above,50,2026-02-09 03:45:00+00:00,10.75,-60.0,stop_loss,22.3256
ABCAPITAL,2026-02-24,CE,bullish,above,75,2026-02-09 03:45:00+00:00,10.75,-60.0,stop_loss,22.3256
ABCAPITAL,2026-02-24,CE,bullish,above,20,2026-02-17 08:45:00+00:00,5.55,-54.0541,stop_loss,13.5135
ABCAPITAL,2026-02-24,CE,bullish,above,30,2026-02-17 08:45:00+00:00,5.55,-54.0541,stop_loss,13.5135
ABCAPITAL,2026-02-24,CE,bullish,above,50,2026-02-17 08:45:00+00:00,5.55,-54.0541,stop_loss,13.5135
ABCAPITAL,2026-02-24,CE,bullish,above,75,2026-02-17 08:45:00+00:00,5.55,-54.0541,stop_loss,13.5135
ADANIENSOL,2025-04-24,CE,bullish,below,20,2025-03-19 04:34:00+00:00,28.1,20,target_20pct,160.3203
ADANIENSOL,2025-04-24,CE,bullish,below,30,2025-03-19 04:34:00+00:00,28.1,30,target_30pct,160.3203
ADANIENSOL,2025-04-24,CE,bullish,below,50,2025-03-19 04:34:00+00:00,28.1,50,target_50pct,160.3203
ADANIENSOL,2025-04-24,CE,bullish,below,75,2025-03-19 04:34:00+00:00,28.1,75,target_75pct,160.3203
ADANIENSOL,2025-04-24,CE,bullish,below,20,2025-03-25 04:15:00+00:00,37.2,20,target_20pct,96.6398
ADANIENSOL,2025-04-24,CE,bullish,below,30,2025-03-25 04:15:00+00:00,37.2,30,target_30pct,96.6398
ADANIENSOL,2025-04-24,CE,bullish,below,50,2025-03-25 04:15:00+00:00,37.2,50,target_50pct,96.6398
ADANIENSOL,2025-04-24,CE,bullish,below,75,2025-03-25 04:15:00+00:00,37.2,-67.7419,stop_loss,96.6398
ADANIENSOL,2025-04-24,CE,bullish,below,20,2025-04-02 22:00:00+00:00,34.35,20,target_20pct,112.9549
ADANIENSOL,2025-04-24,CE,bullish,below,30,2025-04-02 22:00:00+00:00,34.35,30,target_30pct,112.9549
ADANIENSOL,2025-04-24,CE,bullish,below,50,2025-04-02 22:00:00+00:00,34.35,50,target_50pct,112.9549
ADANIENSOL,2025-04-24,CE,bullish,below,75,2025-04-02 22:00:00+00:00,34.35,-65.0655,stop_loss,112.9549
ADANIENSOL,2025-04-24,CE,bullish,below,20,2025-04-08 03:46:00+00:00,22.85,20,target_20pct,220.1313
ADANIENSOL,2025-04-24,CE,bullish,below,30,2025-04-08 03:46:00+00:00,22.85,30,target_30pct,220.1313
ADANIENSOL,2025-04-24,CE,bullish,below,50,2025-04-08 03:46:00+00:00,22.85,50,target_50pct,220.1313
ADANIENSOL,2025-04-24,CE,bullish,below,75,2025-04-08 03:46:00+00:00,22.85,75,target_75pct,220.1313
ADANIENSOL,2025-04-24,CE,bullish,below,20,2025-04-21 03:45:00+00:00,53.65,20,target_20pct,36.3467
ADANIENSOL,2025-04-24,CE,bullish,below,30,2025-04-21 03:45:00+00:00,53.65,30,target_30pct,36.3467
ADANIENSOL,2025-04-24,CE,bullish,below,50,2025-04-21 03:45:00+00:00,53.65,-54.1473,stop_loss,36.3467
ADANIENSOL,2025-04-24,CE,bullish,below,75,2025-04-21 03:45:00+00:00,53.65,-54.1473,stop_loss,36.3467
ADANIENSOL,2025-04-24,CE,bullish,below,20,2025-04-23 08:25:00+00:00,54.0,20,target_20pct,35.463
ADANIENSOL,2025-04-24,CE,bullish,below,30,2025-04-23 08:25:00+00:00,54.0,30,target_30pct,35.463
ADANIENSOL,2025-04-24,CE,bullish,below,50,2025-04-23 08:25:00+00:00,54.0,17.4074,hold_to_end,35.463
ADANIENSOL,2025-04-24,CE,bullish,below,75,2025-04-23 08:25:00+00:00,54.0,17.4074,hold_to_end,35.463
ADANIENSOL,2025-05-29,CE,bullish,above,20,2025-04-24 04:45:00+00:00,68.3,-51.5373,stop_loss,13.7628
ADANIENSOL,2025-05-29,CE,bullish,above,30,2025-04-24 04:45:00+00:00,68.3,-51.5373,stop_loss,13.7628
ADANIENSOL,2025-05-29,CE,bullish,above,50,2025-04-24 04:45:00+00:00,68.3,-51.5373,stop_loss,13.7628
ADANIENSOL,2025-05-29,CE,bullish,above,75,2025-04-24 04:45:00+00:00,68.3,-51.5373,stop_loss,13.7628
ADANIENSOL,2025-05-29,CE,bullish,above,20,2025-05-05 04:45:00+00:00,45.2,20,target_20pct,59.292
ADANIENSOL,2025-05-29,CE,bullish,above,30,2025-05-05 04:45:00+00:00,45.2,30,target_30pct,59.292
ADANIENSOL,2025-05-29,CE,bullish,above,50,2025-05-05 04:45:00+00:00,45.2,50,target_50pct,59.292
ADANIENSOL,2025-05-29,CE,bullish,above,75,2025-05-05 04:45:00+00:00,45.2,-51.7699,stop_loss,59.292
ADANIENSOL,2025-05-29,CE,bullish,above,20,2025-05-12 06:45:00+00:00,14.05,20,target_20pct,128.4698
ADANIENSOL,2025-05-29,CE,bullish,above,30,2025-05-12 06:45:00+00:00,14.05,30,target_30pct,128.4698
ADANIENSOL,2025-05-29,CE,bullish,above,50,2025-05-12 06:45:00+00:00,14.05,50,target_50pct,128.4698
ADANIENSOL,2025-05-29,CE,bullish,above,75,2025-05-12 06:45:00+00:00,14.05,75,target_75pct,128.4698
ADANIENSOL,2025-05-29,CE,bullish,above,20,2025-05-15 08:45:00+00:00,19.75,20,target_20pct,62.5316
ADANIENSOL,2025-05-29,CE,bullish,above,30,2025-05-15 08:45:00+00:00,19.75,30,target_30pct,62.5316
ADANIENSOL,2025-05-29,CE,bullish,above,50,2025-05-15 08:45:00+00:00,19.75,50,target_50pct,62.5316
ADANIENSOL,2025-05-29,CE,bullish,above,75,2025-05-15 08:45:00+00:00,19.75,-52.6582,stop_loss,62.5316
ADANIENSOL,2025-06-26,PE,bearish,below,20,2025-05-30 06:45:00+00:00,43.1,-54.7564,stop_loss,43.7355
ADANIENSOL,2025-06-26,PE,bearish,below,30,2025-05-30 06:45:00+00:00,43.1,-54.7564,stop_loss,43.7355
ADANIENSOL,2025-06-26,PE,bearish,below,50,2025-05-30 06:45:00+00:00,43.1,-54.7564,stop_loss,43.7355
ADANIENSOL,2025-06-26,PE,bearish,below,75,2025-05-30 06:45:00+00:00,43.1,-54.7564,stop_loss,43.7355
ADANIENSOL,2025-06-26,PE,bearish,below,20,2025-06-12 07:45:00+00:00,20.25,20,target_20pct,205.9259
ADANIENSOL,2025-06-26,PE,bearish,below,30,2025-06-12 07:45:00+00:00,20.25,30,target_30pct,205.9259
ADANIENSOL,2025-06-26,PE,bearish,below,50,2025-06-12 07:45:00+00:00,20.25,50,target_50pct,205.9259
ADANIENSOL,2025-06-26,PE,bearish,below,75,2025-06-12 07:45:00+00:00,20.25,75,target_75pct,205.9259
ADANIENSOL,2025-07-31,CE,bullish,above,20,2025-07-07 07:15:00+00:00,35.8,20,target_20pct,37.1508
ADANIENSOL,2025-07-31,CE,bullish,above,30,2025-07-07 07:15:00+00:00,35.8,30,target_30pct,37.1508
ADANIENSOL,2025-07-31,CE,bullish,above,50,2025-07-07 07:15:00+00:00,35.8,-53.2123,stop_loss,37.1508
